"ItemSpecifier_","ItemSpecifier_I2","ItemSpecifier_I1","ItemSpecifier_GBIdAffixes_5","ItemSpecifier_GBIdAffixes_4","ItemSpecifier_GBIdAffixes_3","ItemSpecifier_GBIdAffixes_2","ItemSpecifier_GBIdAffixes_1","ItemSpecifier_GBIdAffixes_0","ItemSpecifier_I0","ItemSpecifier_ItemGBId","Id","I0","SNOSubTreasureClass","Percentage","I1","GBIdQualityClass","I2","I3","SNOCondition","I5","I6"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-363391670","664","2","-1","1","60","-1","2","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1646417620","665","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","666","0","51017","1","0","418225399","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","667","0","51019","0.9","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","668","0","51018","1","0","-1","-1","-1","-1","2","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","669","0","51018","0.5","0","-1","-1","-1","-1","2","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","670","0","120129","1","0","418225399","-1","-1","-1","2","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","671","0","51017","0.9","0","1148904500","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-934435532","672","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1010870335","673","2","-1","1","0","-1","-1","-1","162131","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","674","1","-1","1","0","-1","46","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-470655324","675","2","50945","0","100","-639629033","25","-1","192860","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1266506293","676","2","51022","1","0","-1","56","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1815806857","677","1","50981","1","0","145781993","41","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-733831369","678","1","-1","1","0","-1923740369","40","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","679","1","-1","1","0","1438421785","52","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","680","1","-1","1","0","145781993","60","-1","-1","3","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","681","1","-1","1","0","1438421785","16","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","682","1","-1","1","0","-330059359","52","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","683","1","-1","1","0","-768970390","52","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","684","1","-1","1","0","463109850","52","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","685","1","-1","1","0","1701634319","52","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","686","1","-1","1","0","-330059359","16","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","687","1","-1","1","0","145781993","16","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","688","1","-1","1","0","1701634319","16","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-733831369","689","0","183978","1","0","145781993","80","80","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","690","0","183979","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","691","0","183980","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","692","0","183981","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","693","0","184010","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","694","0","184013","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","695","0","184014","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1266506293","696","0","184362","1","0","-1","56","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1546488739","697","2","-1","1","0","-1923740369","41","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1266506293","698","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","699","0","183993","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","700","0","183995","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1266506293","701","2","-1","1","20","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","702","1","-1","1","20","-1","41","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1322720193","703","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-467363669","704","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1812121245","705","0","178086","1","90","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","706","0","162319","1","10","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","707","1","-1","1","20","1241739555","106","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","708","1","-1","1","40","-1135427397","106","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","709","1","-1","1","1","1918031012","106","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","710","1","-1","1","20","1241739555","29","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","711","1","-1","1","40","-1135427397","29","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","712","1","-1","1","1","1918031012","29","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","713","1","-1","1","20","1241739555","79","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","714","1","-1","1","40","-1135427397","79","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","715","1","-1","1","1","1918031012","79","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","716","1","-1","1","20","1241739555","105","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","717","1","-1","1","40","-1135427397","105","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","718","1","-1","1","1","1918031012","105","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","719","1","-1","1","20","1241739555","28","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","720","1","-1","1","40","-1135427397","28","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","721","1","-1","1","1","1918031012","28","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","722","1","-1","1","20","1241739555","104","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","723","1","-1","1","40","-1135427397","104","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","724","1","-1","1","1","1918031012","104","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","725","1","-1","1","20","1241739555","92","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","726","1","-1","1","40","-1135427397","92","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","727","1","-1","1","1","1918031012","92","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","728","1","-1","1","20","1241739555","52","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","729","1","-1","1","40","-1135427397","52","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","730","1","-1","1","1","1918031012","52","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","731","1","-1","1","20","1241739555","50","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","732","1","-1","1","40","-1135427397","50","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","733","1","-1","1","1","1918031012","50","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","734","1","-1","1","20","1241739555","47","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","735","1","-1","1","40","-1135427397","47","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","736","1","-1","1","1","1918031012","47","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","737","1","-1","1","20","1241739555","26","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","738","1","-1","1","40","-1135427397","26","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","739","1","-1","1","1","1918031012","26","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","740","1","-1","1","20","1241739555","48","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","741","1","-1","1","40","-1135427397","48","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","742","1","-1","1","1","1918031012","48","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","743","1","-1","1","20","1241739555","34","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","744","1","-1","1","40","-1135427397","34","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","745","1","-1","1","1","1918031012","34","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","746","1","-1","1","20","1241739555","33","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","747","1","-1","1","40","-1135427397","33","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","748","1","-1","1","1","1918031012","33","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","749","0","51016","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","750","0","51018","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","751","0","51018","0.5","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","752","1","-1","1","20","1241739555","13","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","753","1","-1","1","40","-1135427397","13","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","754","1","-1","1","1","1918031012","13","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","755","1","-1","1","20","1241739555","94","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","756","1","-1","1","40","-1135427397","94","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","757","1","-1","1","1","1918031012","94","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","758","1","-1","1","20","1241739555","14","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","759","1","-1","1","40","-1135427397","14","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","760","1","-1","1","1","1918031012","14","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","761","1","-1","1","20","1241739555","77","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","762","1","-1","1","40","-1135427397","77","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","763","1","-1","1","1","1918031012","77","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","764","1","-1","1","20","1241739555","86","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","765","1","-1","1","40","-1135427397","86","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","766","1","-1","1","1","1918031012","86","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","767","1","-1","1","10","-1","41","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","768","1","-1","1","10","-1","60","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","769","1","-1","1","20","1241739555","17","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","770","1","-1","1","40","-1135427397","17","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","771","1","-1","1","1","1918031012","17","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","772","1","-1","1","20","1241739555","16","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","773","1","-1","1","40","-1135427397","16","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","774","1","-1","1","1","1918031012","16","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","775","1","-1","0.5","0","-1","46","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","776","0","51016","0.5","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","944034263","777","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","778","1","-1","0","30","-1","9","3","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","779","1","-1","1","30","-1","9","5","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","780","1","-1","1","30","-1","9","4","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","781","1","-1","1","15","-1","10","3","50926","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","782","1","-1","1","15","-1","10","5","50926","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","783","1","-1","1","15","-1","10","4","50926","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","784","0","51016","0.25","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","785","0","51018","0.3","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","786","1","-1","0","85","-1","25","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","787","1","-1","0","15","-1","51","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","788","1","-1","1","6","-1","97","-1","184124","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","789","1","-1","1","6","-1","98","-1","184125","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","790","1","-1","1","6","-1","99","-1","184128","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","791","1","-1","1","6","-1","95","-1","184127","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","792","1","-1","1","6","-1","96","-1","184126","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","793","1","-1","0","100","-1","33","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","794","1","-1","0","50","-1","34","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","795","1","-1","1","50","-1","88","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","796","1","-1","0","30","-1","2","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","797","1","-1","0","10","-1","6","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","798","1","-1","0","15","-1","11","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","799","1","-1","1","8","-1","86","-1","184124","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","800","1","-1","1","4","-1","94","-1","184126","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","801","1","-1","1","4","-1","92","-1","184126","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","802","1","-1","1","4","-1","93","-1","184125","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","803","1","-1","1","4","-1","16","-1","184127","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","804","1","-1","1","4","-1","52","-1","184127","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","805","1","-1","1","1","-1","78","-1","184128","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","806","1","-1","1","3","-1","77","-1","184128","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","807","0","50952","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","808","0","99960","0","2","-1","59","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","809","1","-1","0","20","-1","53","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","810","1","-1","1","3","-1","60","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","811","0","99967","1","5","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","812","1","-1","1","1","-1","114","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1077038245","813","2","-1","1","5","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","814","0","178086","1","3","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","815","0","51018","1","3","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","816","0","51017","0","10","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","817","0","51019","0","12","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","818","0","51018","0","80","-1","-1","-1","-1","1","0"
